player_id,install_date,platform,country,acquisition_channel
87,2026-01-04 14:56:00, iOS,IN,
88,2026-01-06 23:15:00,iOS,GB,paid_social
89,2026-03-15 21:29:00,Android,DE,paid_social
90,2026-02-05 14:28:00, web ,BR,organic
91,2026-03-02 11:00:00,ios,US,paid_social
92,2026-01-28 11:33:00,ios,IN,paid_social
93,2026-01-15 02:09:00,Android ,DE,influencer
94,2026-01-02 13:21:00,Android ,DE,organic
95,2026-01-13 15:22:00,iOS,US,paid_social
96,2026-01-21 21:51:00,Android ,GB,paid_social
97,2026-01-01 02:05:00,Android ,IN,cross_promo
98,2026-02-02 18:37:00,android,GB,organic
99,2026-01-09 16:29:00,android,,influencer
100,2026-03-22 03:27:00,ANDROID,US,organic
101,2026-03-13 21:52:00,WEB,IN,organic
102,2026-03-27 15:20:00,Android ,IN,organic
103,2026-03-25 14:00:00, web ,US,paid_social
104,2026-02-04 09:47:00, iOS,US,organic
105,2026-03-07 19:26:00,ios,IN,organic
106,2026-03-02 17:59:00,Android ,IN,paid_social
107,2026-02-06 05:35:00,ANDROID,US,influencer
108,2026-03-20 09:28:00,ios,DE,organic
109,2026-03-08 20:32:00,android,IN,paid_social
110,2026-01-30 03:49:00, web ,GB,
111,2026-01-05 04:25:00,IOS,US,influencer
112,2026-03-30 23:53:00,ANDROID,US,influencer
113,2026-01-27 10:27:00,ios,BR,organic
114,2026-02-13 15:57:00,WEB,DE,organic
115,2026-03-14 19:47:00,ios,IN,paid_social
116,2026-01-22 00:37:00,iOS,US,organic
117,2026-02-22 16:28:00,iOS,US,influencer
118,2026-03-17 18:01:00,Android ,IN,cross_promo
119,2026-01-17 03:05:00,Android ,IN,organic
120,2026-01-12 01:06:00,ANDROID,TR,paid_social
121,2026-02-26 10:55:00,Android,IN,organic
122,2026-02-19 21:12:00,WEB,US,influencer
123,2026-02-01 16:34:00,ios,US,paid_social
124,2026-01-14 05:26:00,IOS,BR,influencer
125,2026-03-31 09:35:00,ios,JP,organic
126,2026-02-27 16:45:00,IOS,GB,organic
127,2026-03-31 17:53:00, web ,FR,organic
128,2026-01-31 15:03:00,IOS,BR,paid_social
129,2026-03-29 00:17:00,ANDROID,US,influencer
130,2026-03-08 21:47:00,Android,FR,organic
131,2026-03-11 20:41:00,iOS,DE,organic
132,2026-02-11 10:05:00, iOS,US,influencer
133,2026-03-01 17:40:00,Android ,,cross_promo
134,2026-03-08 04:10:00,ANDROID,BR,organic
135,2026-01-31 00:21:00,Android,,cross_promo
136,2026-03-12 19:33:00,android,BR,organic
137,2026-03-10 11:25:00,Android ,DE,influencer
138,2026-02-03 08:41:00,ios,DE,organic
139,2026-03-25 22:21:00,Android,IN,organic
140,2026-01-21 05:23:00,android,GB,organic
141,2026-02-28 16:38:00,Android,GB,influencer
142,2026-01-26 11:44:00,android,JP,organic
143,2026-02-17 02:43:00,iOS,US,organic
144,2026-02-28 12:16:00,Android,US,organic
145,2026-01-25 19:14:00,WEB,DE,organic
146,2026-02-26 23:33:00,Android ,US,organic
147,2026-02-18 09:14:00,ANDROID,US,influencer
148,2026-02-22 04:21:00,ios,FR,organic
149,2026-02-09 20:10:00,ios,FR,cross_promo
150,2026-01-10 04:13:00, iOS,US,organic
151,2026-02-17 11:57:00,WEB,DE,organic
152,2026-03-18 18:40:00,Android ,US,organic
153,2026-01-25 10:59:00, iOS,IN,paid_social
154,2026-03-02 02:06:00,android,IN,organic
155,2026-02-26 02:35:00,Android ,GB,organic
156,2026-03-24 17:11:00,Android ,US,influencer
157,2026-03-23 14:22:00, iOS,BR,influencer
158,2026-01-15 21:08:00, iOS,BR,organic
159,2026-03-20 10:28:00, iOS,IN,organic
160,2026-03-28 05:32:00,ios,DE,organic
161,2026-01-18 19:58:00,Android ,GB,cross_promo
162,2026-03-14 20:47:00,iOS,IN,organic
163,2026-02-10 11:31:00, iOS,JP,paid_social
164,2026-02-08 07:01:00, iOS,JP,cross_promo
165,2026-01-26 11:04:00,Android,DE,organic
166,2026-01-08 12:03:00,android,BR,organic
167,2026-01-25 04:16:00,Android ,IN,organic
168,2026-03-17 11:18:00,Android ,DE,organic
169,2026-02-20 07:49:00,IOS,US,organic
170,2026-03-16 20:16:00,ios,US,paid_social
171,2026-03-16 10:54:00,iOS,BR,organic
172,2026-03-11 12:35:00, iOS,US,influencer
173,2026-02-10 13:16:00,web,FR,organic
174,2026-01-01 12:45:00,iOS,US,organic
175,2026-02-16 16:57:00,Android ,IN,organic
176,2026-03-22 16:12:00,IOS,US,paid_social
177,2026-02-25 10:00:00,IOS,US,organic
178,2026-02-11 23:57:00,iOS,US,organic
179,2026-03-18 20:35:00,IOS,IN,influencer
180,2026-02-24 05:36:00,Android,GB,paid_social
181,2026-03-06 08:18:00,WEB,US,organic
182,2026-01-28 10:29:00,Android ,JP,organic
183,2026-02-14 02:46:00,ios,US,cross_promo
184,2026-03-27 08:55:00,Android ,US,paid_social
185,2026-01-28 05:04:00,IOS,US,organic
186,2026-03-25 01:21:00,Android,IN,cross_promo
187,2026-02-17 01:36:00, iOS,JP,paid_social
188,2026-03-23 16:43:00,android,US,organic
189,2026-03-05 07:20:00,WEB,US,organic
190,2026-03-05 16:15:00,ios,FR,organic
191,2026-02-03 15:30:00,ios,US,influencer
192,2026-01-05 15:56:00,android,,organic
193,2026-03-27 15:31:00,ios,TR,organic
194,2026-01-22 02:43:00,android,GB,influencer
195,2026-01-17 05:18:00,android,US,cross_promo
196,2026-03-10 07:31:00,IOS,JP,organic
197,2026-03-29 14:19:00,android,IN,organic
198,2026-03-21 11:36:00,IOS,IN,organic
199,2026-01-28 15:01:00,Android ,TR,influencer
200,2026-01-09 21:42:00,ANDROID,BR,paid_social
201,2026-01-12 22:52:00,iOS,BR,influencer
202,2026-03-03 18:59:00,Android,FR,paid_social
203,2026-01-21 07:29:00,Android,TR,
204,2026-02-22 01:34:00,ios,IN,organic
205,2026-02-22 14:33:00,iOS,US,cross_promo
206,2026-01-25 00:03:00,android,GB,organic
207,2026-01-06 04:56:00,ANDROID,GB,organic
208,2026-02-22 11:35:00, iOS,US,influencer
209,2026-01-31 12:39:00, iOS,US,organic
210,2026-02-16 07:54:00,iOS,US,
211,2026-02-12 01:15:00,ANDROID,BR,paid_social
212,2026-03-05 11:52:00,android,IN,organic
213,2026-01-04 23:48:00,ios,US,paid_social
214,2026-01-01 21:55:00,Android,US,organic
215,2026-01-23 21:19:00,Android ,US,organic
216,2026-01-29 09:41:00,iOS,TR,paid_social
217,2026-03-05 03:45:00,ios,BR,influencer
218,2026-03-28 00:29:00,ios,FR,organic
219,2026-03-02 01:19:00,IOS,,influencer
220,2026-02-22 06:44:00,Android,US,organic
221,2026-03-24 01:01:00,iOS,IN,organic
222,2026-02-12 08:14:00,Android,US,influencer
223,2026-03-11 18:54:00,ios,US,organic
224,2026-02-22 02:56:00,Android,US,paid_social
225,2026-02-05 13:48:00,Android ,BR,paid_social
226,2026-03-23 07:35:00, iOS,IN,organic
227,2026-03-01 23:31:00, iOS,GB,cross_promo
228,2026-01-14 18:39:00,ANDROID,US,organic
229,2026-03-22 23:08:00,web,,organic
230,2026-02-14 09:31:00,Android ,BR,influencer
231,2026-03-09 05:49:00,ios,GB,paid_social
232,2026-02-22 06:55:00,ios,BR,paid_social
233,2026-03-17 20:47:00,Android ,FR,paid_social
234,2026-02-19 13:08:00,web,DE,organic
235,2026-01-16 02:39:00,WEB,US,organic
236,2026-01-14 04:10:00,Android ,FR,organic
237,2026-01-31 17:34:00,Android,IN,influencer
238,2026-03-11 11:40:00,Android ,FR,influencer
239,2026-02-22 05:05:00,Android,BR,organic
240,2026-03-18 19:39:00,Android,IN,paid_social
241,2026-01-03 23:02:00,Android,BR,organic
242,2026-03-01 22:28:00,ios,FR,organic
243,2026-01-13 04:03:00,android,DE,paid_social
244,2026-01-09 13:05:00,Android,FR,paid_social
245,2026-01-09 03:33:00,web,DE,paid_social
246,2026-03-12 05:45:00,IOS,US,organic
247,2026-03-12 07:56:00,android,DE,paid_social
248,2026-01-11 18:09:00,WEB,,organic
249,2026-03-06 23:15:00,Android ,US,organic
250,2026-03-05 06:37:00,Android ,JP,paid_social
251,2026-02-28 21:25:00,android,DE,influencer
252,2026-03-29 14:42:00,Android ,FR,influencer
253,2026-02-19 22:44:00,ios,DE,cross_promo
254,2026-01-18 03:50:00,Android ,IN,influencer
255,2026-01-29 11:32:00,Android,US,influencer
256,2026-02-01 19:38:00,Android ,US,influencer
257,2026-03-11 21:28:00, iOS,IN,cross_promo
258,2026-01-27 16:11:00,iOS,JP,organic
259,2026-01-09 17:57:00,Android ,US,organic
260,2026-01-02 11:31:00,IOS,IN,paid_social
261,2026-02-21 03:25:00,ANDROID,BR,cross_promo
262,2026-02-10 12:41:00, iOS,US,influencer
263,2026-01-01 22:54:00,web,JP,organic
264,2026-02-20 00:21:00, web ,GB,influencer
265,2026-01-04 08:48:00,Android,US,organic
266,2026-03-16 12:29:00,android,US,organic
267,2026-02-07 07:04:00,Android ,IN,influencer
268,2026-01-20 09:51:00,Android ,GB,organic
269,2026-03-18 18:39:00, iOS,GB,influencer
270,2026-02-06 16:06:00,Web,IN,organic
271,2026-01-30 08:30:00,ios,IN,organic
272,2026-02-14 04:41:00,Android,US,paid_social
273,2026-01-10 08:16:00,ios,TR,paid_social
274,2026-02-06 21:38:00,ios,IN,cross_promo
275,2026-02-01 18:57:00,Android,BR,influencer
276,2026-02-11 12:11:00,android,BR,organic
277,2026-01-19 10:43:00,Android,US,paid_social
278,2026-03-04 12:02:00,android,US,cross_promo
279,2026-03-07 09:35:00,iOS,GB,cross_promo
280,2026-03-13 00:30:00,ANDROID,BR,organic
281,2026-02-05 17:56:00,web,FR,organic
282,2026-01-16 23:56:00,Android ,DE,paid_social
283,2026-02-12 13:58:00,web,US,paid_social
284,2026-01-11 18:01:00,iOS,IN,influencer
285,2026-03-12 18:10:00,iOS,FR,paid_social
286,2026-03-10 17:13:00,Android,GB,organic
287,2026-01-10 11:41:00,ANDROID,IN,organic
288,2026-03-28 07:13:00,ANDROID,,influencer
289,2026-01-22 21:28:00,ANDROID,GB,organic
290,2026-01-15 21:19:00,android,BR,organic
291,2026-03-14 05:19:00,android,US,
292,2026-01-05 21:46:00, iOS,,influencer
293,2026-02-28 10:57:00,iOS,US,paid_social
294,2026-03-19 07:14:00,iOS,US,paid_social
295,2026-02-21 13:26:00,Android ,JP,organic
296,2026-01-06 06:15:00, iOS,FR,organic
297,2026-03-02 07:21:00,IOS,,paid_social
298,2026-03-25 05:06:00,WEB,GB,paid_social
299,2026-01-25 07:09:00,IOS,BR,organic
300,2026-03-01 04:05:00,ANDROID,IN,paid_social
301,2026-03-09 23:35:00,WEB,US,paid_social
302,2026-01-03 14:16:00,IOS,BR,organic
303,2026-03-11 03:50:00,ANDROID,US,organic
304,2026-01-29 00:14:00, iOS,US,paid_social
305,2026-01-07 12:09:00,ANDROID,DE,organic
306,2026-02-08 00:07:00, iOS,DE,influencer
307,2026-02-24 19:17:00,ios,DE,organic
308,2026-03-12 05:24:00,ios,US,organic
309,2026-02-02 21:35:00,Android ,IN,organic
310,2026-01-24 13:46:00, iOS,US,organic
311,2026-03-26 22:16:00,ios,US,paid_social
312,2026-03-19 23:19:00, iOS,DE,paid_social
313,2026-03-04 17:49:00,Android,JP,paid_social
314,2026-03-10 21:50:00,WEB,DE,organic
315,2026-03-02 12:40:00, iOS,US,paid_social
316,2026-03-07 04:56:00, iOS,DE,organic
317,2026-02-08 08:17:00,Android,BR,paid_social
318,2026-02-09 10:20:00,Android ,IN,influencer
319,2026-01-16 18:17:00,Android,BR,organic
320,2026-02-26 14:29:00,ANDROID,IN,paid_social
321,2026-02-14 12:34:00,IOS,JP,influencer
322,2026-02-24 05:39:00,ios,IN,organic
323,2026-03-08 23:39:00,Android ,US,organic
324,2026-03-10 20:05:00,iOS,IN,cross_promo
325,2026-02-19 19:56:00,ios,TR,organic
326,2026-02-15 13:47:00,ios,TR,influencer
327,2026-02-17 12:46:00,web,GB,paid_social
328,2026-03-21 21:04:00,Android,US,organic
329,2026-02-08 07:39:00,ANDROID,DE,paid_social
330,2026-03-15 04:40:00,ios,IN,paid_social
331,2026-01-17 02:45:00,Android ,GB,influencer
332,2026-03-11 01:30:00,ANDROID,DE,organic
333,2026-03-19 11:57:00,iOS,IN,paid_social
334,2026-02-26 22:22:00,Android ,JP,paid_social
335,2026-01-03 14:46:00,ANDROID,FR,cross_promo
336,2026-01-16 20:01:00,Web,US,paid_social
337,2026-03-23 02:51:00,ANDROID,US,paid_social
338,2026-01-03 12:59:00,Android ,,organic
339,2026-01-22 20:58:00,iOS,IN,organic
340,2026-01-18 09:18:00,IOS,BR,organic
341,2026-02-01 21:05:00,web,,organic
342,2026-01-20 04:29:00,ios,DE,paid_social
343,2026-01-05 22:29:00, iOS,US,organic
344,2026-03-16 01:09:00,iOS,,organic
345,2026-03-30 00:53:00,Android,US,organic
346,2026-03-20 08:32:00,android,IN,paid_social
347,2026-03-15 01:01:00,Android ,US,organic
348,2026-02-13 17:31:00,Android,GB,influencer
349,2026-01-20 05:57:00,iOS,US,organic
350,2026-02-14 20:29:00,ANDROID,GB,
351,2026-03-05 07:42:00,android,JP,
352,2026-03-30 16:35:00,ANDROID,GB,influencer
353,2026-02-07 19:57:00,android,BR,organic
354,2026-02-01 10:54:00,Android ,US,organic
355,2026-02-27 14:02:00, iOS,BR,organic
356,2026-03-11 15:53:00,IOS,US,paid_social
357,2026-01-27 13:22:00, iOS,DE,organic
358,2026-03-27 20:37:00,IOS,BR,cross_promo
359,2026-02-27 19:15:00,android,BR,
360,2026-01-10 22:45:00,Android,US,influencer
361,2026-02-07 09:52:00,Android,BR,organic
362,2026-02-15 00:45:00,ANDROID,TR,influencer
363,2026-03-05 17:13:00,Android,BR,paid_social
364,2026-03-20 01:32:00,android,US,organic
365,2026-03-05 01:29:00,Android,JP,influencer
366,2026-02-13 02:58:00,IOS,TR,paid_social
367,2026-02-14 07:35:00,ios,US,paid_social
368,2026-03-15 16:01:00,ANDROID,BR,organic
369,2026-01-11 21:46:00,WEB,JP,organic
370,2026-03-03 00:17:00,IOS,FR,
371,2026-02-22 11:39:00,Android,,cross_promo
372,2026-03-17 03:33:00, iOS,US,organic
373,2026-02-08 09:12:00,Android,,organic
374,2026-02-11 09:05:00, iOS,,influencer
375,2026-01-18 22:17:00, iOS,IN,influencer
376,2026-01-12 19:32:00,iOS,BR,cross_promo
377,2026-02-21 10:35:00,IOS,US,organic
378,2026-03-11 08:21:00,Android,US,organic
379,2026-01-14 17:37:00,WEB,BR,organic
380,2026-02-04 22:56:00,Android,FR,cross_promo
381,2026-01-12 19:31:00,android,IN,cross_promo
382,2026-02-19 20:22:00,android,FR,influencer
383,2026-03-06 16:33:00,iOS,US,influencer
384,2026-03-17 15:51:00,ANDROID,DE,paid_social
385,2026-01-01 12:59:00,web,DE,organic
386,2026-02-04 12:18:00,ANDROID,GB,paid_social
387,2026-03-23 05:15:00,IOS,DE,paid_social
388,2026-02-27 23:58:00, iOS,IN,paid_social
389,2026-02-15 22:08:00, iOS,BR,influencer
390,2026-01-16 11:16:00,android,FR,organic
391,2026-01-18 02:39:00,Android,JP,organic
392,2026-02-18 04:32:00, web ,IN,organic
393,2026-03-15 22:57:00,Web,DE,paid_social
394,2026-01-02 10:59:00,ios,DE,influencer
395,2026-02-02 15:10:00,ios,DE,paid_social
396,2026-03-24 06:06:00, iOS,TR,cross_promo
397,2026-01-30 13:26:00,Android,FR,organic
398,2026-01-13 04:41:00,Android ,US,organic
399,2026-03-16 21:28:00,ANDROID,BR,cross_promo
400,2026-01-07 04:59:00,Android,IN,paid_social
401,2026-02-16 17:49:00,iOS,,influencer
402,2026-03-30 17:35:00,IOS,BR,paid_social
403,2026-01-18 22:58:00, web ,IN,organic
404,2026-02-02 07:58:00,android,US,organic
405,2026-01-31 13:59:00,ANDROID,IN,paid_social
406,2026-03-02 19:55:00,iOS,FR,influencer
407,2026-03-13 04:36:00,iOS,TR,cross_promo
408,2026-03-01 05:13:00,android,US,cross_promo
409,2026-01-01 22:20:00,Web,GB,organic
410,2026-02-17 17:43:00,ANDROID,US,paid_social
411,2026-01-01 15:09:00,Android ,FR,paid_social
412,2026-03-01 11:02:00,ANDROID,IN,cross_promo
413,2026-01-13 10:06:00,ANDROID,IN,organic
414,2026-01-08 01:03:00,Android ,GB,cross_promo
415,2026-01-17 04:39:00,Android ,US,organic
416,2026-01-05 21:24:00,IOS,US,organic
417,2026-01-02 13:52:00,Android ,IN,organic
418,2026-02-11 13:06:00, iOS,US,influencer
419,2026-03-23 04:13:00, iOS,US,organic
420,2026-01-27 11:29:00, iOS,JP,cross_promo
421,2026-02-06 06:27:00,ios,,cross_promo
422,2026-01-15 00:16:00,IOS,IN,influencer
423,2026-03-05 05:01:00,android,US,organic
424,2026-03-13 22:52:00,android,US,paid_social
425,2026-02-16 07:38:00,ios,US,paid_social
426,2026-03-31 20:23:00,ANDROID,US,organic
427,2026-01-17 20:14:00,ANDROID,JP,paid_social
428,2026-01-02 06:11:00, iOS,BR,influencer
429,2026-02-19 18:15:00,Android ,US,cross_promo
430,2026-01-16 09:43:00,Android,GB,paid_social
431,2026-02-23 08:10:00, iOS,IN,paid_social
432,2026-02-20 02:15:00,IOS,DE,organic
433,2026-01-05 18:44:00,Web,IN,paid_social
434,2026-01-28 06:27:00,ios,IN,organic
435,2026-01-07 17:55:00,IOS,DE,organic
436,2026-02-25 15:02:00,iOS,FR,organic
437,2026-02-23 17:57:00,Android,JP,paid_social
438,2026-01-07 12:33:00, iOS,BR,influencer
439,2026-02-26 12:02:00,IOS,JP,influencer
440,2026-02-03 23:30:00,android,JP,organic
441,2026-01-15 16:44:00, iOS,JP,organic
442,2026-02-26 02:43:00,Android ,JP,organic
443,2026-01-01 06:32:00,ios,US,cross_promo
444,2026-02-15 23:43:00,android,IN,organic
445,2026-02-18 22:38:00, iOS,IN,cross_promo
446,2026-02-21 11:14:00,Android ,GB,paid_social
447,2026-03-08 22:48:00,Android ,IN,organic
448,2026-03-05 14:23:00, iOS,,organic
449,2026-03-02 08:15:00,Android,GB,organic
450,2026-03-12 23:28:00,IOS,IN,paid_social
451,2026-01-16 08:17:00,iOS,GB,influencer
452,2026-03-31 20:01:00,iOS,FR,paid_social
453,2026-02-26 08:11:00,Android ,FR,influencer
454,2026-02-27 16:22:00,WEB,FR,organic
455,2026-03-29 05:38:00,Android ,IN,organic
456,2026-01-08 03:03:00,web,US,organic
457,2026-01-24 21:38:00, iOS,US,influencer
458,2026-01-26 18:45:00,Android,US,cross_promo
459,2026-03-31 12:58:00,web,GB,organic
460,2026-03-31 10:32:00,web,IN,influencer
461,2026-02-03 17:18:00,Android,US,paid_social
462,2026-01-23 03:33:00,Android,US,influencer
463,2026-01-08 16:40:00,ANDROID,FR,organic
464,2026-01-14 11:54:00,ANDROID,IN,influencer
465,2026-01-30 02:24:00,android,DE,paid_social
466,2026-03-05 01:04:00,ios,DE,organic
467,2026-02-24 16:29:00,ios,US,paid_social
468,2026-03-28 20:53:00,ios,IN,organic
469,2026-01-21 20:24:00,web,IN,organic
470,2026-02-25 23:13:00,IOS,IN,influencer
471,2026-03-10 04:17:00,IOS,US,influencer
472,2026-01-30 01:55:00,ios,JP,organic
473,2026-03-19 10:19:00,ANDROID,JP,organic
474,2026-01-13 11:38:00,ios,GB,
475,2026-02-19 10:46:00,Android ,US,organic
476,2026-03-08 01:15:00,android,DE,organic
477,2026-03-09 18:03:00,android,TR,organic
478,2026-03-28 12:11:00,ANDROID,IN,organic
479,2026-02-03 16:31:00, web ,US,organic
480,2026-02-26 11:47:00,ios,US,organic
481,2026-01-25 06:55:00,Android,IN,organic
482,2026-02-05 22:11:00,ANDROID,GB,organic
483,2026-01-22 00:36:00,iOS,US,organic
484,2026-01-14 20:14:00, iOS,US,paid_social
485,2026-01-20 15:32:00,WEB,DE,influencer
486,2026-02-24 17:32:00,Android ,US,organic
487,2026-03-29 04:03:00,Android,DE,paid_social
488,2026-01-16 07:43:00,iOS,BR,cross_promo
489,2026-03-16 22:09:00,web,IN,organic
490,2026-02-17 11:53:00, iOS,GB,cross_promo
491,2026-01-12 02:29:00,Android,BR,paid_social
492,2026-02-27 13:17:00,android,GB,organic
493,2026-03-30 22:53:00,IOS,US,organic
494,2026-02-22 10:18:00, iOS,,organic
495,2026-01-13 14:47:00,IOS,GB,organic
496,2026-03-29 18:06:00,ios,TR,cross_promo
497,2026-01-18 16:09:00,web,US,organic
498,2026-03-10 03:57:00, iOS,TR,organic
499,2026-01-27 17:25:00, iOS,DE,organic
500,2026-02-21 10:47:00,Web,,organic
501,2026-02-01 22:33:00,ANDROID,TR,cross_promo
502,2026-01-18 09:52:00,Android ,JP,organic
503,2026-01-04 23:41:00, web ,IN,organic
504,2026-03-29 04:25:00,IOS,US,organic
505,2026-01-15 05:33:00,Android,FR,paid_social
506,2026-01-07 17:44:00,ios,US,paid_social
507,2026-01-17 09:19:00,android,US,paid_social
508,2026-03-02 18:56:00,Android ,FR,influencer
509,2026-01-19 18:44:00,IOS,IN,organic
510,2026-03-16 08:04:00,IOS,,paid_social
511,2026-02-13 00:49:00,web,JP,paid_social
512,2026-02-26 13:02:00,Android ,US,organic
513,2026-03-28 19:25:00,android,TR,organic
514,2026-01-20 15:12:00,ANDROID,IN,paid_social
515,2026-01-24 07:57:00,Web,US,organic
516,2026-02-16 05:55:00,web,BR,influencer
517,2026-01-01 09:25:00,ios,BR,organic
518,2026-02-21 01:07:00,web,US,organic
519,2026-01-13 01:44:00,Web,GB,organic
520,2026-03-20 19:58:00,IOS,US,organic
521,2026-01-14 17:41:00,android,US,paid_social
522,2026-02-13 23:12:00,ANDROID,US,
523,2026-03-18 23:31:00,Android,US,organic
524,2026-02-21 01:44:00,IOS,BR,organic
525,2026-03-07 08:56:00,IOS,US,cross_promo
526,2026-03-05 10:16:00,android,US,cross_promo
527,2026-03-09 19:14:00, iOS,FR,organic
528,2026-02-03 13:12:00,iOS,IN,paid_social
529,2026-01-05 03:02:00,android,US,cross_promo
530,2026-01-15 10:03:00,iOS,BR,organic
531,2026-01-11 05:56:00,Android,US,influencer
532,2026-03-28 06:15:00, iOS,US,
533,2026-03-20 03:38:00, web ,IN,paid_social
534,2026-03-29 19:47:00,iOS,TR,influencer
535,2026-03-22 20:28:00,Android ,US,paid_social
536,2026-01-21 08:54:00,ios,US,organic
537,2026-03-14 20:50:00,ANDROID,BR,influencer
538,2026-02-01 17:52:00,IOS,GB,organic
539,2026-01-05 16:31:00,ios,US,paid_social
540,2026-03-17 20:11:00,ANDROID,US,organic
541,2026-01-07 14:38:00,IOS,IN,organic
542,2026-02-05 11:13:00,ios,IN,organic
543,2026-03-08 21:33:00,android,US,
544,2026-02-15 12:10:00,Android ,BR,paid_social
545,2026-01-26 22:54:00,Android,DE,paid_social
546,2026-01-22 17:50:00,Android ,BR,influencer
547,2026-02-18 14:26:00,IOS,GB,cross_promo
548,2026-03-02 00:45:00,IOS,GB,cross_promo
549,2026-03-31 15:07:00, iOS,BR,organic
550,2026-02-19 21:52:00,android,GB,organic
551,2026-03-15 03:30:00, iOS,DE,organic
552,2026-03-16 18:01:00,Web,US,organic
553,2026-02-09 03:03:00,Android,FR,organic
554,2026-02-25 05:58:00,Android,DE,organic
555,2026-01-20 08:49:00,iOS,TR,influencer
