match_id,player_id,match_time,item_equipped,won,match_duration_min
39,3,2026-04-13 16:01:00,Iron Sword,1,12
40,3,2026-04-12 22:13:00,Leather Vest,1,17
41,3,2026-04-13 03:09:00,Phoenix Blade,0,14
42,3,2026-04-13 17:57:00,Plate Mail,0,8
43,3,2026-04-23 14:55:00,Phoenix Blade,1,17
44,3,2026-04-29 06:28:00,Iron Sword,1,18
45,3,2026-04-29 17:56:00,iron sword,1,10
46,3,2026-05-17 16:50:00,Iron Sword,0,24
47,3,2026-05-17 21:57:00,Phoenix Blade,0,9
48,3,2026-05-17 06:20:00,Aegis Shield,1,17
49,3,2026-05-18 20:41:00,Plate Mail,0,14
50,3,2026-05-19 14:00:00,Storm Bow,0,8
51,3,2026-05-20 14:53:00,aegis shield,1,20
52,3,2026-05-23 20:54:00,Rusty Dagger,1,9
53,3,2026-05-22 23:51:00,Iron Sword,0,18
54,3,2026-05-24 01:48:00,Iron Sword,1,23
55,3,2026-05-24 08:52:00,  Frost Wand ,1,24
56,3,2026-05-24 07:10:00,Frost Wand,0,12
57,3,2026-05-24 09:02:00,  Iron Sword ,1,19
58,3,2026-05-25 18:48:00,Iron Sword,0,25
59,3,2026-05-25 19:16:00,Iron Sword,1,24
60,3,2026-05-25 03:28:00,RUSTY DAGGER,0,20
61,3,2026-05-24 23:46:00,Aegis Shield,1,14
62,3,2026-05-27 08:36:00,Phoenix Blade,0,21
63,3,2026-05-27 01:01:00,Iron Sword,0,16
64,3,2026-05-27 21:02:00,  Phoenix Blade ,1,24
65,3,2026-05-26 22:17:00,Aegis Shield,0,5
66,3,2026-05-30 21:18:00,Plate Mail,0,5
67,3,2026-05-30 07:49:00,Healing Charm,1,13
68,3,2026-05-30 11:12:00,Storm Bow,0,20
69,3,2026-06-11 22:54:00,Iron Sword,0,6
70,3,2026-06-12 21:21:00,Frost Wand,0,5
71,3,2026-06-12 14:57:00,Aegis Shield,1,16
72,3,2026-06-12 18:24:00,Storm Bow,1,13
73,3,2026-06-30 06:34:00,Plate Mail,0,18
74,4,2026-03-13 14:47:00,Rusty Dagger,1,24
75,4,2026-03-14 12:44:00,Storm Bow,0,12
76,4,2026-03-14 06:44:00,Plate Mail,1,21
77,4,2026-03-17 00:41:00,Aegis Shield,0,20
78,4,2026-03-18 08:09:00,aegis shield,0,15
79,4,2026-03-18 13:34:00,Aegis Shield,1,13
80,4,2026-03-18 07:17:00,Frost Wand,1,23
81,4,2026-03-18 02:48:00,Rusty Dagger,0,17
82,4,2026-03-19 13:25:00,Rusty Dagger,1,10
83,4,2026-03-19 11:23:00,Leather Vest,1,11
84,4,2026-03-19 02:57:00,Aegis Shield,0,17
85,4,2026-03-18 15:41:00,Leather Vest,0,14
86,4,2026-04-09 13:26:00,Frost Wand,0,16
87,4,2026-04-17 11:09:00,Storm Bow,1,19
88,4,2026-04-17 00:06:00,Rusty Dagger,1,6
89,4,2026-04-24 08:33:00,rusty dagger,0,8
90,4,2026-04-23 21:25:00,phoenix blade,0,10
91,4,2026-04-24 03:30:00,Lucky Coin,1,17
92,4,2026-04-24 19:22:00,Plate Mail,0,16
93,4,2026-04-28 21:54:00,Rusty Dagger,0,22
94,4,2026-04-29 07:58:00,Healing Charm,1,21
95,4,2026-04-28 16:32:00,Storm Bow,1,16
96,4,2026-05-03 01:06:00,Frost Wand,1,16
97,4,2026-05-03 01:32:00,Rusty Dagger,1,23
98,4,2026-05-17 08:57:00,Phoenix Blade,0,23
99,4,2026-05-17 03:18:00,Leather Vest,0,20
100,4,2026-05-16 16:34:00,Aegis Shield,0,5
101,4,2026-05-17 08:31:00,Phoenix Blade,0,21
102,4,2026-05-23 09:04:00,Rusty Dagger,0,22
103,4,2026-05-23 21:17:00,Phoenix Blade,0,25
104,4,2026-06-23 08:14:00,Phoenix Blade,1,12
105,5,2026-03-11 08:09:00,Phoenix Blade,1,8
106,5,2026-03-14 12:45:00,Leather Vest,1,10
107,5,2026-03-14 02:54:00,  Iron Sword ,1,19
108,5,2026-03-13 23:00:00,Aegis Shield,1,10
109,5,2026-03-14 15:14:00,  Storm Bow ,1,17
110,5,2026-03-15 17:12:00,  Iron Sword ,1,15
111,5,2026-03-17 09:55:00,Phoenix Blade,1,20
112,5,2026-03-17 03:12:00,Iron Sword,0,14
113,5,2026-03-18 15:35:00,Rusty Dagger,0,8
114,5,2026-03-18 12:33:00,Leather Vest,0,25
115,5,2026-03-18 04:40:00,PHOENIX BLADE,1,20
116,5,2026-03-17 19:40:00,Iron Sword,1,21
117,7,2026-01-22 22:16:00,HEALING CHARM,1,11
118,7,2026-01-23 01:21:00,Healing Charm,0,23
119,8,2026-01-02 20:45:00,  Phoenix Blade ,1,13
120,8,2026-01-05 03:45:00,Lucky Coin,0,18
121,8,2026-01-05 14:10:00,Iron Sword,0,19
122,8,2026-01-05 22:54:00,Leather Vest,1,23
123,8,2026-01-08 08:36:00,Leather Vest,1,23
124,8,2026-01-08 15:35:00,Rusty Dagger,1,11
125,8,2026-01-08 01:58:00,Lucky Coin,0,14
126,9,2026-02-18 20:53:00,Phoenix Blade,0,24
127,9,2026-02-19 11:39:00,Aegis Shield,1,20
128,9,2026-02-19 01:32:00,Healing Charm,1,21
129,9,2026-02-19 09:28:00,Phoenix Blade,1,17
130,9,2026-02-22 07:43:00,Aegis Shield,1,19
131,9,2026-02-22 11:17:00,Rusty Dagger,0,11
132,9,2026-02-22 05:10:00,Iron Sword,0,5
133,9,2026-02-22 22:15:00,Rusty Dagger,0,12
134,9,2026-02-23 14:03:00,  Phoenix Blade ,0,12
135,14,2026-02-08 04:57:00,Frost Wand,1,5
136,16,2026-01-27 17:58:00,Aegis Shield,1,24
137,17,2026-02-10 04:31:00,Aegis Shield,1,14
138,17,2026-02-09 13:07:00,Aegis Shield,1,5
139,17,2026-02-09 23:26:00,  Healing Charm ,0,12
140,18,2026-03-27 20:52:00,Plate Mail,1,20
141,18,2026-03-31 13:45:00,Rusty Dagger,1,20
142,18,2026-04-01 00:35:00,Iron Sword,1,5
143,18,2026-03-31 11:02:00,phoenix blade,1,9
144,18,2026-03-31 17:12:00,iron sword,0,5
145,18,2026-04-02 16:43:00,  Aegis Shield ,1,19
146,18,2026-04-03 05:41:00,  Iron Sword ,0,11
147,18,2026-04-11 06:45:00,Healing Charm,1,15
148,18,2026-04-13 13:39:00,  Healing Charm ,1,14
149,18,2026-04-13 22:55:00,storm bow,1,7
150,18,2026-04-14 03:49:00,healing charm,1,25
151,18,2026-04-13 18:17:00,Phoenix Blade,1,11
152,18,2026-04-15 04:34:00,Healing Charm,1,17
153,18,2026-04-15 13:41:00,Healing Charm,0,8
154,18,2026-04-16 02:18:00,Rusty Dagger,1,10
155,18,2026-04-16 17:55:00,Leather Vest,1,7
156,18,2026-04-16 09:23:00,rusty dagger,0,10
157,18,2026-04-16 14:47:00,Leather Vest,1,12
158,18,2026-04-16 16:58:00,AEGIS SHIELD,1,14
159,18,2026-04-18 04:31:00,Frost Wand,0,13
160,18,2026-04-17 06:24:00,Phoenix Blade,0,13
161,18,2026-04-18 23:38:00,Lucky Coin,1,9
162,18,2026-04-18 14:05:00,storm bow,1,21
163,18,2026-04-18 13:15:00,  Lucky Coin ,1,23
164,18,2026-04-18 20:16:00,Frost Wand,0,16
165,18,2026-04-19 08:39:00,  Phoenix Blade ,0,7
166,18,2026-04-19 19:16:00,Phoenix Blade,0,15
167,18,2026-04-19 19:50:00,Rusty Dagger,0,8
168,18,2026-04-20 20:37:00,Aegis Shield,1,8
169,18,2026-04-20 17:37:00,Aegis Shield,0,8
170,18,2026-04-29 07:38:00,Rusty Dagger,0,11
171,18,2026-05-02 02:34:00,Leather Vest,0,23
172,18,2026-05-02 01:16:00,Aegis Shield,0,19
173,18,2026-05-01 12:31:00,Plate Mail,1,15
174,18,2026-05-01 22:07:00,Aegis Shield,0,11
175,18,2026-06-16 16:58:00,rusty dagger,1,10
176,18,2026-07-06 19:29:00,Rusty Dagger,0,6
177,18,2026-07-06 17:39:00,Iron Sword,0,6
178,18,2026-07-20 20:10:00,Aegis Shield,1,6
179,18,2026-07-20 05:32:00,rusty dagger,1,7
180,18,2026-07-20 08:35:00,Iron Sword,0,20
181,18,2026-07-20 12:58:00,Iron Sword,0,6
182,19,2026-02-04 04:10:00,Lucky Coin,0,7
183,19,2026-02-03 23:05:00,Storm Bow,0,15
184,19,2026-02-04 23:28:00,Plate Mail,0,9
185,19,2026-02-04 17:41:00,Frost Wand,0,15
186,19,2026-02-05 06:54:00,rusty dagger,1,17
187,19,2026-02-05 20:00:00,Healing Charm,0,9
188,19,2026-02-06 06:00:00,frost wand,1,15
189,19,2026-02-05 13:43:00,Phoenix Blade,1,21
190,19,2026-02-07 02:29:00,Phoenix Blade,1,6
191,19,2026-02-10 12:43:00,Lucky Coin,1,11
192,19,2026-02-10 19:09:00,Aegis Shield,1,8
193,19,2026-02-10 19:46:00,Phoenix Blade,0,10
194,19,2026-02-10 20:25:00,Aegis Shield,0,16
195,19,2026-02-11 12:04:00,Iron Sword,0,15
196,19,2026-02-12 05:35:00,  Iron Sword ,0,14
197,19,2026-02-11 23:04:00,Rusty Dagger,0,14
198,20,2026-03-22 08:19:00,Leather Vest,0,22
199,20,2026-03-21 16:09:00,Phoenix Blade,1,10
200,20,2026-03-22 13:32:00,Healing Charm,1,10
201,20,2026-03-22 16:11:00,Plate Mail,1,8
202,20,2026-03-22 09:43:00,Phoenix Blade,1,22
203,20,2026-03-24 05:04:00,Leather Vest,0,22
204,20,2026-03-26 10:43:00,  Phoenix Blade ,0,7
205,20,2026-03-26 19:29:00,  Storm Bow ,1,20
206,21,2026-02-28 11:02:00,Phoenix Blade,0,14
207,21,2026-02-28 12:09:00,Phoenix Blade,1,9
208,21,2026-02-28 11:24:00,leather vest,1,17
209,21,2026-03-06 03:37:00,iron sword,1,8
210,21,2026-03-06 06:39:00,Lucky Coin,1,16
211,21,2026-03-06 20:09:00,Leather Vest,1,10
212,21,2026-03-07 04:42:00,Phoenix Blade,1,14
213,21,2026-03-07 05:10:00,Rusty Dagger,1,18
214,21,2026-03-07 10:55:00,healing charm,1,21
215,21,2026-03-08 13:49:00,Storm Bow,1,23
216,21,2026-03-09 14:24:00,Frost Wand,1,5
217,21,2026-03-22 09:43:00,rusty dagger,1,10
218,21,2026-03-22 16:46:00,Aegis Shield,1,23
219,21,2026-04-27 19:31:00,Rusty Dagger,0,24
220,21,2026-04-27 01:37:00,Iron Sword,0,14
221,21,2026-05-11 07:20:00,Phoenix Blade,1,10
222,21,2026-05-11 08:18:00,  Leather Vest ,0,11
223,21,2026-05-11 19:26:00,Leather Vest,1,20
224,21,2026-05-11 02:13:00,Phoenix Blade,1,23
225,22,2026-01-19 19:48:00,Frost Wand,0,24
226,22,2026-01-20 11:20:00,  Frost Wand ,0,16
227,23,2026-03-26 11:57:00,Healing Charm,1,21
228,23,2026-03-25 22:05:00,HEALING CHARM,0,10
229,23,2026-03-26 07:00:00,Healing Charm,1,11
230,23,2026-03-25 22:30:00,Leather Vest,0,12
231,23,2026-03-29 16:14:00,Aegis Shield,0,6
232,23,2026-03-30 14:52:00,Healing Charm,0,9
233,23,2026-03-31 14:28:00,Aegis Shield,1,14
234,23,2026-03-31 14:24:00,Frost Wand,0,16
235,23,2026-03-31 05:03:00,healing charm,1,24
236,23,2026-04-01 09:31:00,Phoenix Blade,1,8
237,23,2026-04-01 12:14:00,RUSTY DAGGER,1,18
238,23,2026-04-01 06:10:00,Iron Sword,1,24
239,23,2026-04-01 00:48:00,Phoenix Blade,1,16
240,23,2026-04-03 06:14:00,  Leather Vest ,0,17
241,23,2026-04-03 08:58:00,Rusty Dagger,0,18
242,23,2026-04-04 07:53:00,Aegis Shield,0,12
243,23,2026-04-04 13:46:00,Leather Vest,1,24
244,23,2026-04-03 23:50:00,Lucky Coin,0,20
245,23,2026-04-12 15:03:00,Rusty Dagger,0,24
246,23,2026-04-12 13:23:00,Phoenix Blade,1,15
247,23,2026-04-12 01:46:00,Phoenix Blade,1,25
248,23,2026-04-11 23:26:00,Lucky Coin,1,17
249,23,2026-04-13 03:21:00,Storm Bow,0,14
250,23,2026-05-28 11:40:00,Aegis Shield,1,9
251,23,2026-05-28 16:36:00,Aegis Shield,0,17
252,23,2026-05-28 19:46:00,  Rusty Dagger ,1,14
253,23,2026-05-28 05:30:00,phoenix blade,1,17
254,23,2026-06-29 18:49:00,Storm Bow,0,11
255,23,2026-06-29 01:55:00,Frost Wand,0,8
256,23,2026-06-30 09:51:00,  Phoenix Blade ,1,23
257,23,2026-06-29 21:58:00,Healing Charm,0,14
258,23,2026-06-29 21:23:00,Phoenix Blade,1,18
259,23,2026-06-30 07:37:00,Phoenix Blade,0,15
260,23,2026-07-01 02:12:00,Aegis Shield,0,5
261,23,2026-07-01 19:14:00,Rusty Dagger,1,23
262,23,2026-07-03 14:11:00,Healing Charm,0,12
263,23,2026-07-04 14:00:00,Iron Sword,1,10
264,23,2026-07-04 06:05:00,Phoenix Blade,0,13
265,23,2026-07-04 00:07:00,Plate Mail,0,13
266,23,2026-07-04 08:37:00,Leather Vest,0,24
267,23,2026-07-05 12:48:00,Lucky Coin,0,5
268,24,2026-01-25 18:18:00,Rusty Dagger,0,8
269,24,2026-01-25 12:34:00,Iron Sword,1,25
270,24,2026-01-25 15:58:00,Storm Bow,0,25
271,24,2026-01-26 01:53:00,Phoenix Blade,0,15
272,24,2026-01-27 23:45:00,Rusty Dagger,0,21
273,24,2026-01-29 04:11:00,Aegis Shield,0,7
274,24,2026-01-29 08:37:00,AEGIS SHIELD,1,18
275,24,2026-01-31 18:42:00,Storm Bow,1,19
276,24,2026-02-02 21:27:00,Lucky Coin,0,22
277,24,2026-02-02 16:34:00,  Healing Charm ,1,5
278,24,2026-02-02 09:48:00,Rusty Dagger,0,22
279,24,2026-02-03 11:17:00,Aegis Shield,1,14
280,24,2026-02-03 15:58:00,Phoenix Blade,1,9
281,24,2026-02-04 18:56:00,Healing Charm,0,12
282,24,2026-02-04 09:04:00,Healing Charm,1,12
283,24,2026-02-04 10:32:00,Frost Wand,1,7
284,24,2026-02-04 19:41:00,Aegis Shield,1,8
285,24,2026-02-20 19:46:00,Aegis Shield,1,16
286,24,2026-02-20 14:33:00,Healing Charm,0,24
287,24,2026-02-21 01:36:00,frost wand,0,17
288,24,2026-02-20 14:00:00,Iron Sword,1,14
289,24,2026-02-21 03:45:00,Healing Charm,0,16
290,24,2026-02-22 21:43:00,Rusty Dagger,0,22
291,24,2026-02-23 04:48:00,Phoenix Blade,0,19
292,24,2026-02-24 01:05:00,  Lucky Coin ,1,20
293,24,2026-02-23 17:11:00,Phoenix Blade,1,23
294,24,2026-02-23 04:03:00,  Aegis Shield ,0,5
295,24,2026-02-24 03:42:00,  Healing Charm ,1,9
296,24,2026-03-17 05:58:00,Healing Charm,0,14
297,24,2026-03-17 20:40:00,Aegis Shield,0,7
298,24,2026-03-17 21:44:00,Phoenix Blade,1,16
299,24,2026-04-10 16:32:00,Storm Bow,1,20
300,25,2026-03-25 06:27:00,Aegis Shield,0,10
301,25,2026-03-25 04:07:00,Storm Bow,1,20
302,25,2026-03-24 22:12:00,Aegis Shield,1,8
303,25,2026-03-26 12:58:00,Frost Wand,1,17
304,25,2026-03-27 10:43:00,phoenix blade,0,24
305,25,2026-03-26 19:10:00,Rusty Dagger,0,7
306,25,2026-03-27 18:46:00,Aegis Shield,0,7
307,25,2026-03-27 21:03:00,Healing Charm,0,17
308,25,2026-03-29 08:19:00,Leather Vest,0,9
309,25,2026-03-28 21:09:00,phoenix blade,1,21
310,25,2026-03-29 21:08:00,Frost Wand,0,5
311,25,2026-03-30 06:51:00,Storm Bow,1,12
312,25,2026-03-30 01:16:00,plate mail,0,6
313,25,2026-03-31 08:27:00,Plate Mail,1,7
314,25,2026-03-31 02:23:00,Aegis Shield,0,19
315,25,2026-04-01 13:30:00,Leather Vest,1,12
316,25,2026-04-03 01:35:00,Phoenix Blade,1,19
317,25,2026-04-04 23:50:00,Plate Mail,0,13
318,25,2026-04-05 09:15:00,Aegis Shield,0,19
319,25,2026-04-04 13:32:00,AEGIS SHIELD,1,15
320,25,2026-04-06 14:52:00,Aegis Shield,0,24
321,25,2026-04-06 12:37:00,Aegis Shield,1,23
322,25,2026-04-06 17:16:00,Rusty Dagger,0,6
323,25,2026-04-08 17:19:00,Plate Mail,0,16
324,25,2026-04-09 07:40:00,leather vest,1,5
325,25,2026-04-08 19:06:00,  Phoenix Blade ,0,21
326,25,2026-04-08 23:46:00,Rusty Dagger,1,10
327,25,2026-04-10 19:10:00,LEATHER VEST,1,25
328,25,2026-04-12 03:27:00,Healing Charm,0,8
329,25,2026-04-11 14:48:00,Rusty Dagger,0,14
330,25,2026-04-12 10:20:00,HEALING CHARM,0,22
331,25,2026-04-13 19:58:00,Rusty Dagger,0,18
332,25,2026-04-14 05:03:00,Aegis Shield,1,10
333,25,2026-04-13 16:09:00,Leather Vest,0,15
334,25,2026-04-15 06:15:00,Aegis Shield,0,13
335,25,2026-04-15 09:15:00,Rusty Dagger,1,8
336,25,2026-04-14 18:32:00,IRON SWORD,1,15
337,25,2026-04-15 01:48:00,Rusty Dagger,0,8
338,25,2026-04-15 17:40:00,Storm Bow,0,18
339,25,2026-04-16 06:33:00,  Rusty Dagger ,1,11
340,25,2026-04-16 01:15:00,Iron Sword,1,14
341,25,2026-04-15 19:29:00,Phoenix Blade,0,13
342,25,2026-04-17 03:03:00,Healing Charm,0,10
343,25,2026-04-17 01:32:00,Storm Bow,0,5
344,25,2026-04-17 11:35:00,Storm Bow,0,14
345,25,2026-04-17 21:38:00,Aegis Shield,0,16
346,25,2026-04-17 14:56:00,Phoenix Blade,1,25
347,25,2026-04-18 03:45:00,Healing Charm,1,5
348,25,2026-04-18 08:16:00,Plate Mail,1,19
349,25,2026-04-22 09:50:00,Rusty Dagger,0,5
350,25,2026-04-22 04:08:00,PHOENIX BLADE,1,24
351,25,2026-04-23 06:42:00,IRON SWORD,0,20
352,25,2026-04-23 11:21:00,Aegis Shield,0,14
353,25,2026-04-23 10:50:00,Storm Bow,1,20
354,25,2026-04-25 18:41:00,Healing Charm,1,9
355,25,2026-04-26 09:13:00,Lucky Coin,0,12
356,25,2026-04-25 13:11:00,Plate Mail,0,19
357,25,2026-04-27 05:46:00,leather vest,1,25
358,25,2026-04-27 09:56:00,Phoenix Blade,0,24
359,25,2026-04-26 22:58:00,Frost Wand,1,12
360,25,2026-04-27 17:55:00,Iron Sword,1,14
361,25,2026-04-30 07:30:00,  Lucky Coin ,1,10
362,25,2026-04-30 09:10:00,Storm Bow,0,14
363,25,2026-04-29 22:41:00,Frost Wand,1,12
364,25,2026-04-30 15:14:00,Leather Vest,1,25
365,25,2026-05-01 02:23:00,Healing Charm,0,24
366,25,2026-05-01 01:02:00,iron sword,1,25
367,25,2026-05-01 06:35:00,Phoenix Blade,0,8
368,25,2026-05-01 20:52:00,Leather Vest,0,24
369,25,2026-05-03 08:25:00,Storm Bow,0,24
370,25,2026-05-03 03:44:00,Leather Vest,0,21
371,25,2026-05-03 10:59:00,Phoenix Blade,1,19
372,25,2026-05-04 01:34:00,  Storm Bow ,1,9
373,25,2026-05-04 05:49:00,IRON SWORD,0,8
374,25,2026-05-03 19:08:00,Leather Vest,0,20
375,25,2026-05-04 14:07:00,Iron Sword,1,11
376,25,2026-05-07 16:20:00,Iron Sword,1,22
377,25,2026-05-07 18:26:00,Rusty Dagger,0,18
378,25,2026-05-16 02:30:00,Aegis Shield,0,21
379,25,2026-05-26 16:18:00,Rusty Dagger,1,6
380,25,2026-05-27 08:36:00,Leather Vest,0,23
381,25,2026-05-26 21:18:00,Aegis Shield,1,6
382,25,2026-05-29 03:40:00,Iron Sword,1,10
383,25,2026-06-28 02:38:00,Phoenix Blade,0,5
384,25,2026-06-28 00:40:00,Phoenix Blade,1,18
385,25,2026-06-27 13:30:00,Healing Charm,1,15
386,25,2026-06-29 02:17:00,Leather Vest,1,7
387,25,2026-07-01 06:51:00,Rusty Dagger,1,13
388,25,2026-07-01 06:49:00,Aegis Shield,1,9
389,25,2026-07-16 17:17:00,Frost Wand,1,8
390,25,2026-07-16 16:59:00,Leather Vest,0,21
391,25,2026-07-17 07:51:00,Aegis Shield,1,13
392,25,2026-07-17 20:43:00,Frost Wand,0,14
393,25,2026-07-18 05:15:00,AEGIS SHIELD,0,22
394,25,2026-07-18 07:07:00,Rusty Dagger,0,11
395,25,2026-07-19 00:56:00,Iron Sword,1,20
396,25,2026-07-18 17:36:00,Iron Sword,0,11
397,26,2026-01-22 06:43:00,Rusty Dagger,1,13
398,26,2026-01-21 18:45:00,Lucky Coin,1,22
399,26,2026-01-22 11:44:00,healing charm,1,13
400,26,2026-01-21 23:00:00,rusty dagger,1,14
401,27,2026-01-26 04:00:00,Plate Mail,1,13
402,27,2026-01-26 11:21:00,Aegis Shield,1,8
403,27,2026-01-26 00:34:00,aegis shield,1,7
404,27,2026-01-26 17:38:00,Aegis Shield,0,18
405,27,2026-01-27 06:19:00,RUSTY DAGGER,0,13
406,27,2026-01-28 13:57:00,Leather Vest,1,19
407,27,2026-01-28 02:44:00,Aegis Shield,1,22
408,27,2026-01-28 05:47:00,Frost Wand,0,7
409,28,2026-01-02 20:13:00,Aegis Shield,1,14
410,28,2026-01-03 03:17:00,Iron Sword,0,6
411,30,2026-02-13 20:05:00,Healing Charm,0,19
412,30,2026-02-13 10:34:00,Leather Vest,0,10
413,30,2026-02-13 18:47:00,Iron Sword,1,15
414,30,2026-02-13 19:14:00,Phoenix Blade,1,25
415,30,2026-02-14 22:09:00,Rusty Dagger,1,18
416,30,2026-02-15 08:14:00,  Storm Bow ,1,6
417,30,2026-02-15 10:44:00,Leather Vest,1,8
418,30,2026-02-16 16:10:00,Rusty Dagger,1,6
419,30,2026-02-16 14:54:00,Phoenix Blade,1,8
420,30,2026-02-17 13:30:00,Iron Sword,0,10
421,30,2026-02-18 00:47:00,Phoenix Blade,0,18
422,30,2026-02-17 18:25:00,Rusty Dagger,0,9
423,30,2026-02-18 02:35:00,Leather Vest,0,21
424,30,2026-02-19 03:10:00,Healing Charm,0,21
425,30,2026-02-18 10:03:00,Phoenix Blade,1,13
426,30,2026-02-18 23:03:00,Healing Charm,1,19
427,30,2026-02-18 18:20:00,Healing Charm,0,22
428,30,2026-02-19 16:25:00,Lucky Coin,0,19
429,30,2026-02-20 00:58:00,Storm Bow,0,18
430,30,2026-02-21 05:34:00,Rusty Dagger,0,22
431,30,2026-02-20 12:11:00,Rusty Dagger,1,18
432,30,2026-02-21 05:27:00,Aegis Shield,1,11
433,30,2026-02-22 05:37:00,Aegis Shield,1,19
434,30,2026-02-22 05:32:00,Aegis Shield,0,24
435,30,2026-02-21 19:22:00,Rusty Dagger,0,12
436,30,2026-02-22 06:12:00,Aegis Shield,0,14
437,30,2026-02-22 21:23:00,Frost Wand,1,18
438,30,2026-02-22 16:45:00,Frost Wand,1,15
439,30,2026-02-23 05:16:00,Rusty Dagger,1,21
440,30,2026-02-24 16:26:00,Phoenix Blade,1,21
441,30,2026-02-24 08:27:00,Phoenix Blade,0,11
442,30,2026-02-27 12:15:00,Storm Bow,1,5
443,31,2026-03-29 23:02:00,Phoenix Blade,0,12
444,31,2026-03-30 18:28:00,Aegis Shield,0,19
445,31,2026-04-08 23:59:00,Iron Sword,1,17
446,31,2026-04-10 05:46:00,Plate Mail,1,5
447,31,2026-04-11 16:31:00,lucky coin,0,11
448,31,2026-04-11 03:36:00,Aegis Shield,0,6
449,31,2026-04-11 08:01:00,Lucky Coin,1,23
450,31,2026-04-11 11:08:00,Aegis Shield,1,16
451,31,2026-04-13 03:58:00,Phoenix Blade,1,13
452,31,2026-04-13 02:36:00,Storm Bow,0,16
453,31,2026-04-13 17:42:00,Iron Sword,0,10
454,31,2026-04-14 13:34:00,Phoenix Blade,1,8
455,31,2026-04-14 14:59:00,Lucky Coin,1,18
456,31,2026-04-14 13:47:00,Phoenix Blade,1,19
457,31,2026-04-14 07:44:00,Healing Charm,0,20
458,31,2026-05-07 04:37:00,  Iron Sword ,1,14
459,31,2026-05-07 08:46:00,Rusty Dagger,1,16
460,31,2026-05-08 22:35:00,Plate Mail,1,14
461,31,2026-05-09 13:02:00,iron sword,1,17
462,31,2026-05-10 09:20:00,Rusty Dagger,0,19
463,31,2026-05-10 13:37:00,  Plate Mail ,0,16
464,31,2026-05-10 15:27:00,Iron Sword,1,22
465,31,2026-05-10 23:35:00,Plate Mail,1,20
466,31,2026-05-11 21:17:00,  Aegis Shield ,1,10
467,31,2026-05-12 08:07:00,Aegis Shield,0,8
468,31,2026-05-12 10:40:00,Aegis Shield,1,6
469,31,2026-06-25 17:44:00,Healing Charm,1,22
470,31,2026-06-25 00:39:00,Storm Bow,1,6
471,31,2026-06-25 15:42:00,healing charm,1,13
472,31,2026-07-01 12:38:00,Aegis Shield,1,11
473,31,2026-07-19 16:07:00,Iron Sword,0,11
474,31,2026-07-18 23:20:00,Rusty Dagger,0,10
475,31,2026-07-19 02:16:00,Storm Bow,1,13
476,31,2026-07-27 12:42:00,Aegis Shield,0,9
477,31,2026-07-27 16:24:00,Phoenix Blade,1,24
478,31,2026-07-27 11:47:00,Rusty Dagger,0,7
479,31,2026-07-27 03:14:00,Lucky Coin,0,17
480,32,2026-02-09 21:55:00,Lucky Coin,1,10
481,32,2026-02-09 22:24:00,Rusty Dagger,0,8
482,32,2026-02-09 12:01:00,Lucky Coin,0,13
