player_id,install_date,platform,country,acquisition_channel,is_payer,early_sessions,early_matches,early_playmin,lifetime_usd,last_active_day
120,2026-01-12 01:06:00,Android,TR,paid_social,0,3,0.0,31.0,0.0,0
121,2026-02-26 10:55:00,Android,IN,organic,0,6,4.0,77.0,0.0,2
122,2026-02-19 21:12:00,Web,US,influencer,0,3,2.0,24.0,0.0,0
123,2026-02-01 16:34:00,Ios,US,paid_social,0,7,7.0,107.0,0.0,10
124,2026-01-14 05:26:00,Ios,BR,influencer,0,2,4.0,16.0,0.0,0
125,2026-03-31 09:35:00,Ios,JP,organic,0,4,1.0,50.0,0.0,2
126,2026-02-27 16:45:00,Ios,GB,organic,0,8,12.0,130.0,0.0,85
127,2026-03-31 17:53:00,Web,FR,organic,0,2,0.0,23.0,0.0,0
128,2026-01-31 15:03:00,Ios,BR,paid_social,0,2,0.0,13.0,0.0,0
129,2026-03-29 00:17:00,Android,US,influencer,0,2,0.0,24.0,0.0,0
130,2026-03-08 21:47:00,Android,FR,organic,0,1,1.0,2.0,0.0,0
131,2026-03-11 20:41:00,Ios,DE,organic,0,3,3.0,27.0,0.0,0
132,2026-02-11 10:05:00,Ios,US,influencer,0,3,2.0,16.0,0.0,1
133,2026-03-01 17:40:00,Android,unknown,cross_promo,0,9,9.0,126.0,0.0,116
134,2026-03-08 04:10:00,Android,BR,organic,0,1,2.0,14.0,0.0,0
135,2026-01-31 00:21:00,Android,unknown,cross_promo,0,1,4.0,0.0,0.0,0
136,2026-03-12 19:33:00,Android,BR,organic,0,10,6.0,123.0,0.0,5
137,2026-03-10 11:25:00,Android,DE,influencer,0,4,8.0,55.0,0.0,2
138,2026-02-03 08:41:00,Ios,DE,organic,0,6,3.0,74.0,0.0,4
139,2026-03-25 22:21:00,Android,IN,organic,0,3,4.0,49.0,0.0,70
140,2026-01-21 05:23:00,Android,GB,organic,0,2,1.0,18.0,0.0,1
141,2026-02-28 16:38:00,Android,GB,influencer,0,1,0.0,9.0,0.0,0
142,2026-01-26 11:44:00,Android,JP,organic,0,5,6.0,38.0,0.0,7
143,2026-02-17 02:43:00,Ios,US,organic,0,8,4.0,82.0,0.0,4
144,2026-02-28 12:16:00,Android,US,organic,0,3,0.0,30.0,0.0,0
145,2026-01-25 19:14:00,Web,DE,organic,0,1,3.0,8.0,0.0,0
146,2026-02-26 23:33:00,Android,US,organic,0,10,12.0,84.0,0.0,9
147,2026-02-18 09:14:00,Android,US,influencer,0,3,2.0,22.0,0.0,1
148,2026-02-22 04:21:00,Ios,FR,organic,0,2,3.0,25.0,0.0,0
149,2026-02-09 20:10:00,Ios,FR,cross_promo,0,1,2.0,1.0,0.0,0
150,2026-01-10 04:13:00,Ios,US,organic,0,6,9.0,65.0,0.0,3
151,2026-02-17 11:57:00,Web,DE,organic,1,5,1.0,85.0,16.81,119
152,2026-03-18 18:40:00,Android,US,organic,0,1,4.0,3.0,0.0,0
153,2026-01-25 10:59:00,Ios,IN,paid_social,0,2,0.0,15.0,0.0,0
154,2026-03-02 02:06:00,Android,IN,organic,0,8,4.0,96.0,0.0,6
155,2026-02-26 02:35:00,Android,GB,organic,0,2,0.0,44.0,0.0,117
156,2026-03-24 17:11:00,Android,US,influencer,0,10,6.0,119.0,0.0,14
157,2026-03-23 14:22:00,Ios,BR,influencer,0,3,3.0,23.0,0.0,0
158,2026-01-15 21:08:00,Ios,BR,organic,0,2,4.0,30.0,0.0,0
159,2026-03-20 10:28:00,Ios,IN,organic,0,1,4.0,9.0,0.0,0
160,2026-03-28 05:32:00,Ios,DE,organic,0,2,0.0,2.0,0.0,0
161,2026-01-18 19:58:00,Android,GB,cross_promo,0,1,0.0,8.0,0.0,0
162,2026-03-14 20:47:00,Ios,IN,organic,0,9,4.0,138.0,0.0,111
163,2026-02-10 11:31:00,Ios,JP,paid_social,1,10,6.0,130.0,11.96,97
164,2026-02-08 07:01:00,Ios,JP,cross_promo,0,7,2.0,99.0,0.0,105
165,2026-01-26 11:04:00,Android,DE,organic,0,8,8.0,91.0,0.0,10
166,2026-01-08 12:03:00,Android,BR,organic,0,1,0.0,16.0,0.0,0
167,2026-01-25 04:16:00,Android,IN,organic,0,2,0.0,41.0,0.0,0
168,2026-03-17 11:18:00,Android,DE,organic,0,2,1.0,32.0,0.0,0
169,2026-02-20 07:49:00,Ios,US,organic,0,3,3.0,37.0,0.0,0
170,2026-03-16 20:16:00,Ios,US,paid_social,0,4,4.0,46.0,0.0,3
171,2026-03-16 10:54:00,Ios,BR,organic,0,1,4.0,22.0,0.0,0
172,2026-03-11 12:35:00,Ios,US,influencer,0,1,1.0,14.0,0.0,0
173,2026-02-10 13:16:00,Web,FR,organic,0,4,0.0,55.0,0.0,0
174,2026-01-01 12:45:00,Ios,US,organic,0,1,1.0,7.0,0.0,0
175,2026-02-16 16:57:00,Android,IN,organic,0,2,4.0,25.0,0.0,0
176,2026-03-22 16:12:00,Ios,US,paid_social,0,6,7.0,74.0,0.0,98
177,2026-02-25 10:00:00,Ios,US,organic,0,9,9.0,128.0,0.0,3
178,2026-02-11 23:57:00,Ios,US,organic,0,7,6.0,39.0,0.0,19
179,2026-03-18 20:35:00,Ios,IN,influencer,0,6,10.0,43.0,0.0,5
180,2026-02-24 05:36:00,Android,GB,paid_social,0,8,8.0,72.0,0.0,5
181,2026-03-06 08:18:00,Web,US,organic,0,2,5.0,13.0,0.0,1
182,2026-01-28 10:29:00,Android,JP,organic,0,1,4.0,11.0,0.0,0
183,2026-02-14 02:46:00,Ios,US,cross_promo,0,3,3.0,38.0,0.0,1
184,2026-03-27 08:55:00,Android,US,paid_social,0,1,0.0,0.0,0.0,0
185,2026-01-28 05:04:00,Ios,US,organic,0,1,3.0,4.0,0.0,0
186,2026-03-25 01:21:00,Android,IN,cross_promo,0,1,3.0,23.0,0.0,0
187,2026-02-17 01:36:00,Ios,JP,paid_social,0,6,9.0,51.0,0.0,3
188,2026-03-23 16:43:00,Android,US,organic,0,1,0.0,16.0,0.0,0
189,2026-03-05 07:20:00,Web,US,organic,0,5,5.0,67.0,0.0,92
190,2026-03-05 16:15:00,Ios,FR,organic,0,2,2.0,30.0,0.0,0
191,2026-02-03 15:30:00,Ios,US,influencer,0,7,4.0,92.0,0.0,6
192,2026-01-05 15:56:00,Android,unknown,organic,0,2,0.0,29.0,0.0,0
193,2026-03-27 15:31:00,Ios,TR,organic,0,1,0.0,9.0,0.0,0
194,2026-01-22 02:43:00,Android,GB,influencer,0,4,1.0,51.0,0.0,2
195,2026-01-17 05:18:00,Android,US,cross_promo,0,2,3.0,14.0,0.0,0
196,2026-03-10 07:31:00,Ios,JP,organic,0,8,8.0,120.0,0.0,8
197,2026-03-29 14:19:00,Android,IN,organic,0,7,6.0,91.0,0.0,14
198,2026-03-21 11:36:00,Ios,IN,organic,0,5,2.0,26.0,0.0,3
199,2026-01-28 15:01:00,Android,TR,influencer,1,12,6.0,198.0,32.23,114
200,2026-01-09 21:42:00,Android,BR,paid_social,0,4,0.0,38.0,0.0,0
201,2026-01-12 22:52:00,Ios,BR,influencer,0,4,6.0,69.0,0.0,2
202,2026-03-03 18:59:00,Android,FR,paid_social,0,2,0.0,19.0,0.0,0
203,2026-01-21 07:29:00,Android,TR,unknown,0,1,0.0,14.0,0.0,0
204,2026-02-22 01:34:00,Ios,IN,organic,0,1,4.0,18.0,0.0,0
205,2026-02-22 14:33:00,Ios,US,cross_promo,0,8,4.0,93.0,0.0,4
206,2026-01-25 00:03:00,Android,GB,organic,0,2,0.0,9.0,0.0,0
207,2026-01-06 04:56:00,Android,GB,organic,0,2,4.0,25.0,0.0,0
208,2026-02-22 11:35:00,Ios,US,influencer,0,1,0.0,14.0,0.0,0
209,2026-01-31 12:39:00,Ios,US,organic,0,1,4.0,18.0,0.0,0
210,2026-02-16 07:54:00,Ios,US,unknown,0,4,1.0,82.0,0.0,116
211,2026-02-12 01:15:00,Android,BR,paid_social,0,11,7.0,121.0,0.0,7
212,2026-03-05 11:52:00,Android,IN,organic,0,1,4.0,3.0,0.0,0
213,2026-01-04 23:48:00,Ios,US,paid_social,0,7,6.0,59.0,0.0,2
214,2026-01-01 21:55:00,Android,US,organic,0,3,0.0,34.0,0.0,118
215,2026-01-23 21:19:00,Android,US,organic,0,8,7.0,79.0,0.0,3
216,2026-01-29 09:41:00,Ios,TR,paid_social,0,6,2.0,65.0,0.0,104
217,2026-03-05 03:45:00,Ios,BR,influencer,0,1,0.0,13.0,0.0,0
218,2026-03-28 00:29:00,Ios,FR,organic,0,11,9.0,99.0,0.0,4
219,2026-03-02 01:19:00,Ios,unknown,influencer,0,7,8.0,92.0,0.0,10
220,2026-02-22 06:44:00,Android,US,organic,0,1,0.0,10.0,0.0,0
221,2026-03-24 01:01:00,Ios,IN,organic,0,1,0.0,14.0,0.0,0
222,2026-02-12 08:14:00,Android,US,influencer,0,2,1.0,18.0,0.0,0
223,2026-03-11 18:54:00,Ios,US,organic,0,2,3.0,5.0,0.0,0
224,2026-02-22 02:56:00,Android,US,paid_social,0,3,3.0,29.0,0.0,0
225,2026-02-05 13:48:00,Android,BR,paid_social,0,2,3.0,11.0,0.0,0
226,2026-03-23 07:35:00,Ios,IN,organic,0,4,2.0,45.0,0.0,0
227,2026-03-01 23:31:00,Ios,GB,cross_promo,0,6,9.0,91.0,0.0,12
228,2026-01-14 18:39:00,Android,US,organic,0,2,0.0,39.0,0.0,0
229,2026-03-22 23:08:00,Web,unknown,organic,0,9,7.0,130.0,0.0,83
230,2026-02-14 09:31:00,Android,BR,influencer,0,5,5.0,45.0,0.0,12
231,2026-03-09 05:49:00,Ios,GB,paid_social,0,4,2.0,55.0,0.0,1
232,2026-02-22 06:55:00,Ios,BR,paid_social,0,8,9.0,67.0,0.0,4
233,2026-03-17 20:47:00,Android,FR,paid_social,1,11,8.0,152.0,14.69,110
234,2026-02-19 13:08:00,Web,DE,organic,0,1,0.0,13.0,0.0,0
235,2026-01-16 02:39:00,Web,US,organic,0,1,4.0,6.0,0.0,0
236,2026-01-14 04:10:00,Android,FR,organic,0,6,2.0,55.0,0.0,18
237,2026-01-31 17:34:00,Android,IN,influencer,0,7,6.0,93.0,0.0,21
238,2026-03-11 11:40:00,Android,FR,influencer,0,8,7.0,78.0,0.0,14
239,2026-02-22 05:05:00,Android,BR,organic,0,6,7.0,75.0,0.0,6
240,2026-03-18 19:39:00,Android,IN,paid_social,0,2,4.0,26.0,0.0,1
241,2026-01-03 23:02:00,Android,BR,organic,0,1,1.0,7.0,0.0,0
242,2026-03-01 22:28:00,Ios,FR,organic,1,10,8.0,136.0,6.13,6
243,2026-01-13 04:03:00,Android,DE,paid_social,0,7,4.0,104.0,0.0,13
244,2026-01-09 13:05:00,Android,FR,paid_social,0,2,0.0,11.0,0.0,0
245,2026-01-09 03:33:00,Web,DE,paid_social,0,1,0.0,18.0,0.0,117
246,2026-03-12 05:45:00,Ios,US,organic,0,1,3.0,11.0,0.0,0
247,2026-03-12 07:56:00,Android,DE,paid_social,0,7,7.0,80.0,0.0,6
248,2026-01-11 18:09:00,Web,unknown,organic,0,5,7.0,53.0,0.0,9
249,2026-03-06 23:15:00,Android,US,organic,0,1,2.0,16.0,0.0,0
250,2026-03-05 06:37:00,Android,JP,paid_social,0,2,4.0,10.0,0.0,0
251,2026-02-28 21:25:00,Android,DE,influencer,0,12,9.0,160.0,0.0,10
252,2026-03-29 14:42:00,Android,FR,influencer,0,9,5.0,97.0,0.0,5
253,2026-02-19 22:44:00,Ios,DE,cross_promo,0,2,0.0,24.0,0.0,0
254,2026-01-18 03:50:00,Android,IN,influencer,0,10,6.0,157.0,0.0,88
255,2026-01-29 11:32:00,Android,US,influencer,0,8,9.0,119.0,0.0,8
256,2026-02-01 19:38:00,Android,US,influencer,0,5,11.0,69.0,0.0,6
257,2026-03-11 21:28:00,Ios,IN,cross_promo,0,5,10.0,62.0,0.0,7
258,2026-01-27 16:11:00,Ios,JP,organic,0,3,3.0,13.0,0.0,0
259,2026-01-09 17:57:00,Android,US,organic,0,7,7.0,99.0,0.0,2
260,2026-01-02 11:31:00,Ios,IN,paid_social,0,3,2.0,42.0,0.0,119
261,2026-02-21 03:25:00,Android,BR,cross_promo,0,1,0.0,19.0,0.0,0
262,2026-02-10 12:41:00,Ios,US,influencer,0,1,4.0,11.0,0.0,0
263,2026-01-01 22:54:00,Web,JP,organic,0,8,7.0,63.0,0.0,16
264,2026-02-20 00:21:00,Web,GB,influencer,0,3,3.0,20.0,0.0,0
265,2026-01-04 08:48:00,Android,US,organic,0,7,7.0,113.0,0.0,119
266,2026-03-16 12:29:00,Android,US,organic,0,1,4.0,8.0,0.0,0
267,2026-02-07 07:04:00,Android,IN,influencer,0,2,0.0,14.0,0.0,0
268,2026-01-20 09:51:00,Android,GB,organic,0,10,8.0,124.0,0.0,10
269,2026-03-18 18:39:00,Ios,GB,influencer,1,1,1.0,5.0,16.82,0
270,2026-02-06 16:06:00,Web,IN,organic,0,1,0.0,14.0,0.0,0
271,2026-01-30 08:30:00,Ios,IN,organic,0,8,3.0,67.0,0.0,2
272,2026-02-14 04:41:00,Android,US,paid_social,0,5,5.0,49.0,0.0,2
273,2026-01-10 08:16:00,Ios,TR,paid_social,0,2,2.0,16.0,0.0,0
274,2026-02-06 21:38:00,Ios,IN,cross_promo,0,1,0.0,12.0,0.0,0
275,2026-02-01 18:57:00,Android,BR,influencer,0,3,1.0,29.0,0.0,1
276,2026-02-11 12:11:00,Android,BR,organic,0,7,5.0,99.0,0.0,116
277,2026-01-19 10:43:00,Android,US,paid_social,0,3,9.0,11.0,0.0,2
278,2026-03-04 12:02:00,Android,US,cross_promo,0,10,8.0,111.0,0.0,14
279,2026-03-07 09:35:00,Ios,GB,cross_promo,0,1,0.0,10.0,0.0,0
280,2026-03-13 00:30:00,Android,BR,organic,0,7,7.0,59.0,0.0,10
281,2026-02-05 17:56:00,Web,FR,organic,0,1,3.0,14.0,0.0,0
282,2026-01-16 23:56:00,Android,DE,paid_social,0,1,0.0,21.0,0.0,0
283,2026-02-12 13:58:00,Web,US,paid_social,0,1,1.0,18.0,0.0,0
284,2026-01-11 18:01:00,Ios,IN,influencer,0,4,3.0,38.0,0.0,1
285,2026-03-12 18:10:00,Ios,FR,paid_social,0,2,0.0,18.0,0.0,0
286,2026-03-10 17:13:00,Android,GB,organic,0,3,1.0,35.0,0.0,1
287,2026-01-10 11:41:00,Android,IN,organic,0,8,0.0,108.0,0.0,11
288,2026-03-28 07:13:00,Android,unknown,influencer,0,9,11.0,60.0,0.0,7
289,2026-01-22 21:28:00,Android,GB,organic,0,6,5.0,74.0,0.0,6
290,2026-01-15 21:19:00,Android,BR,organic,0,1,4.0,11.0,0.0,0
291,2026-03-14 05:19:00,Android,US,unknown,0,1,2.0,11.0,0.0,0
292,2026-01-05 21:46:00,Ios,unknown,influencer,1,3,4.0,29.0,11.66,0
293,2026-02-28 10:57:00,Ios,US,paid_social,0,1,3.0,8.0,0.0,110
294,2026-03-19 07:14:00,Ios,US,paid_social,0,2,1.0,31.0,0.0,0
295,2026-02-21 13:26:00,Android,JP,organic,0,7,4.0,70.0,0.0,2
296,2026-01-06 06:15:00,Ios,FR,organic,0,12,8.0,181.0,0.0,5
297,2026-03-02 07:21:00,Ios,unknown,paid_social,0,8,5.0,67.0,0.0,8
298,2026-03-25 05:06:00,Web,GB,paid_social,0,1,0.0,11.0,0.0,0
299,2026-01-25 07:09:00,Ios,BR,organic,0,10,7.0,117.0,0.0,4
300,2026-03-01 04:05:00,Android,IN,paid_social,0,4,11.0,52.0,0.0,12
301,2026-03-09 23:35:00,Web,US,paid_social,0,2,2.0,5.0,0.0,0
302,2026-01-03 14:16:00,Ios,BR,organic,0,2,1.0,27.0,0.0,0
303,2026-03-11 03:50:00,Android,US,organic,0,2,4.0,5.0,0.0,0
304,2026-01-29 00:14:00,Ios,US,paid_social,0,3,0.0,25.0,0.0,0
305,2026-01-07 12:09:00,Android,DE,organic,0,1,3.0,5.0,0.0,0
306,2026-02-08 00:07:00,Ios,DE,influencer,0,6,1.0,90.0,0.0,7
307,2026-02-24 19:17:00,Ios,DE,organic,0,1,0.0,15.0,0.0,0
308,2026-03-12 05:24:00,Ios,US,organic,0,10,3.0,115.0,0.0,3
309,2026-02-02 21:35:00,Android,IN,organic,0,1,0.0,18.0,0.0,0
310,2026-01-24 13:46:00,Ios,US,organic,0,2,3.0,11.0,0.0,1
311,2026-03-26 22:16:00,Ios,US,paid_social,0,2,3.0,15.0,0.0,0
312,2026-03-19 23:19:00,Ios,DE,paid_social,0,3,7.0,36.0,0.0,2
313,2026-03-04 17:49:00,Android,JP,paid_social,0,3,0.0,37.0,0.0,0
314,2026-03-10 21:50:00,Web,DE,organic,0,5,3.0,56.0,0.0,2
315,2026-03-02 12:40:00,Ios,US,paid_social,0,6,3.0,93.0,0.0,1
316,2026-03-07 04:56:00,Ios,DE,organic,0,2,7.0,7.0,0.0,1
317,2026-02-08 08:17:00,Android,BR,paid_social,0,1,4.0,6.0,0.0,0
318,2026-02-09 10:20:00,Android,IN,influencer,0,1,0.0,15.0,0.0,0
319,2026-01-16 18:17:00,Android,BR,organic,0,9,4.0,99.0,0.0,3
320,2026-02-26 14:29:00,Android,IN,paid_social,0,1,2.0,7.0,0.0,0
321,2026-02-14 12:34:00,Ios,JP,influencer,0,6,6.0,121.0,0.0,2
322,2026-02-24 05:39:00,Ios,IN,organic,0,6,4.0,49.0,0.0,2
